Time [s], Acceleration [mg]
2.563,-11.313
2.564,-6.03199
2.565,-0.38147
2.566,5.11408
2.567,10.5619
2.568,15.7714
2.569,20.7901
2.57,26.1068
2.571,31.2209
2.572,36.5019
2.573,41.604
2.574,46.587
2.575,51.9157
2.576,56.839
2.577,62.4895
2.578,67.6036
2.579,72.7177
2.58,77.3192
2.581,81.8968
2.582,86.6175
2.583,91.064
2.584,94.7476
2.585,99.4444
2.586,103.712
2.587,107.777
2.588,111.818
2.589,116.217
2.59,120.223
2.591,123.942
2.592,127.649
2.593,131.393
2.594,134.647
2.595,138.497
2.596,141.728
2.597,144.66
2.598,148.165
2.599,150.824
2.6,153.506
2.601,155.89
2.602,158.203
2.603,160.432
2.604,162.518
2.605,164.437
2.606,166.583
2.607,168.145
2.608,169.766
2.609,170.732
2.61,172.019
2.611,173.39
2.612,173.581
2.613,174.522
2.614,175.798
2.615,176.632
2.616,176.728
2.617,176.775
2.618,176.99
2.619,177.276
2.62,176.74
2.621,176.466
2.622,176.156
2.623,175.166
2.624,173.95
2.625,173.271
2.626,172.4
2.627,170.839
2.628,169.48
2.629,167.978
2.63,166.44
2.631,164.735
2.632,162.315
2.633,160.408
2.634,158.072
2.635,155.795
2.636,153.136
2.637,150.168
2.638,147.367
2.639,144.041
2.64,141.239
2.641,138.128
2.642,134.73
2.643,131.202
2.644,127.554
2.645,123.811
2.646,120.294
2.647,116.575
2.648,112.76
2.649,108.647
2.65,104.511
2.651,100.303
2.652,95.6297
2.653,90.754
2.654,86.081
2.655,81.2769
2.656,76.8423
2.657,72.0024
2.658,67.1625
2.659,61.7266
2.66,57.1728
2.661,52.1779
2.662,47.2784
2.663,41.7829
2.664,36.8714
2.665,31.7454
2.666,26.4764
2.667,21.4458
2.668,16.3198
2.669,10.8957
2.67,5.68628
2.671,0.417233
2.672,-5.45979
2.673,-10.5381
2.674,-16.2244
2.675,-21.8391
2.676,-26.7625
2.677,0
2.678,0
2.679,0
2.68,0
2.681,0
